title,company,location,date,job_url,job_description,applied,hidden,interview,rejected,date_loaded
Principal AI Engineer (Virtual),MetLife,United States,2024-06-23,https://www.linkedin.com/jobs/view/3917072332/,"Requirements
 Description and Requirements 
 Role Value Proposition: 
The Platforms & Engineering organization provides modern capabilities and services that are common to the enterprise, that can be used by the various CIO and Business teams. These services range from API platform capabilities, CRM functions, Cloud Data platforms and Developer Productivity tools to name a few. The most recent addition has been with Generative AI capabilities, which has been offered as a platform to drive more reuse and ease the burden for app teams to onboard into using AI capabilities.
As part of our continued focus on driving efficiencies related to platforms and developer productivity, we are looking for an experienced 
Principal AI engineer
 to work as part of a multidisciplinary team with the mission to research, develop, and implement responsible use of AI to provide superior customer service and create operational and market differentiating capabilities to further establish MetLife as a global industry leader in the Insurance and Financial Services industry.
The 
Principal AI engineer 
will utilize deep learning, neuro-linguistic programming, computer vision, chatbots, model fine-tuning, and retrieval augmented generation to help us improve various business outcomes and drive innovation.
 Objectives of this role 
-  Manage and direct processes and R&D (research and development) to meet the needs of our AI strategy 
-  Understand company and customer challenges and how integrating AI capabilities can help lead to solutions 
-  Lead cross-functional teams in identifying and prioritizing key areas of business where AI solutions can drive significant business benefit 
-  Analyze and explain AI and machine learning (ML) solutions while setting and maintaining high ethical standards 
Responsibilities
-  Advise executives and business leaders on a broad range of technology, strategy, and policy issues associated with AI 
-  Work on functional design, process design (including scenario design, flow mapping), prototyping, testing, training, and defining support procedures, in collaboration with an advanced engineering team, internal partners, and executive leadership 
-  Articulate and document the solutions architecture and lessons learned for each exploration and accelerated incubation 
-  Stay abreast of advancements in the AI and automation market and competitor landscape 
-  Research, develop, and test various language models against internal benchmarks to identify the most optimal model for the given use case 
Preferred Skills And Qualifications
-  Bachelor’s Degree in Computer Science, Information Systems, Business Administration, Engineering, or related field. 
-  10+ years of experience in full stack engineering, especially in cloud environments, in a large enterprise 
-  5+ years of Experience with cloud service providers such as Azure (mandatory), AWS & GCP (preferred) 
-  Expertise with the DevSecOps processes and driving improvements to Developer Experience 
-  Two or more years of experience in applying AI to practical and comprehensive technology solutions 
-  Experience with ML, deep learning, TensorFlow, Python, NLP 
-  Knowledge of basic algorithms, object-oriented and functional design principles, and best-practice patterns 
-  Experience in REST API development, NoSQL database design, and RDBMS design and optimization 
The salary range for applicants for this position is $140,000 to $180,000.
Benefits We Offer
Our U.S. benefits address holistic well-being with programs for physical and mental health, financial wellness, and support for families. We offer a comprehensive health plan that includes medical/prescription drug and vision, dental insurance, and no-cost short- and long-term disability. We also provide company-paid life insurance and legal services, a retirement pension funded entirely by MetLife and 401(k) with employer matching, group discounts on voluntary insurance products including auto and home, pet, critical illness, hospital indemnity, and accident insurance, as well as Employee Assistance Program (EAP) and digital mental health programs, parental leave, volunteer time off, tuition assistance and much more!
About MetLife
Recognized on Fortune magazine's list of the 2023 ""World's Most Admired Companies"" as well as the 2023 Fortune 100 Best Companies to Work For ®, MetLife , through its subsidiaries and affiliates, is one of the world’s leading financial services companies; providing insurance, annuities, employee benefits and asset management to individual and institutional customers. With operations in more than 40 markets, we hold leading positions in the United States, Latin America, Asia, Europe, and the Middle East.
Our purpose is simple - to help our colleagues, customers, communities, and the world at large create a more confident future. United by purpose and guided by empathy, we’re inspired to transform the next century in financial services. At MetLife, it’s #AllTogetherPossible . Join us!
Equal Employment Opportunity/Disability/Veterans
If you need an accommodation due to a disability, please email us at accommodations@metlife.com. This information will be held in confidence and used only to determine an appropriate accommodation for the application process.
MetLife maintains a drug-free workplace.
$140,000 to $180,000
                
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
"Principal Software Engineer, Data Platform - Remote",Clari,"Toronto, Ontario, Canada",2024-06-23,https://www.linkedin.com/jobs/view/3957076773/,"Clari’s Revenue platform gives forecasting accuracy and visibility from the sales rep to the board room on revenue performance - helping them spot revenue leak to answer if they will meet, beat, or miss their sales goals. With insights like this, no wonder leading companies worldwide, including Okta, Adobe, Workday, and Zoom use Clari to drive revenue accuracy and precision. We never get tired of our customers singing our praises because it fuels us to help them continue to achieve remarkable. The next generation of revenue excellence is here…are you ready to achieve remarkable with us?
About The Team
The Engineering Team at Clari is deeply committed to building an enterprise-grade platform that serves as the backbone for our customer's most critical business process - Revenue. With an unrelenting commitment to innovation, our mission is to craft the ultimate revenue intelligence platform for our customers. Rooted in Agile principles, we foster a culture of adaptability and efficiency across all our teams. If you're energized by the prospect of contributing to a dynamic environment that emphasizes collaboration, continuous improvement, and leveraging the forefront of technology to address customer needs, we would love to meet you.
About The Role
We are looking for a talented Principal Software Engineer to join our Query Manager team. Query Manager is a part of Clari’s Data Platform team, and is the interface that allows application and API developers to easily and efficiently retrieve data across hundreds of databases and billions of rows of data that comprise our ever-evolving Data Platform.
You will work with remarkable colleagues to architect, build and optimize the query layer to derive exceptional performance from our data warehouse built on top of AWS Aurora Postgres. You will collaborate closely with the product management, architecture, application and infrastructure teams to build the data services that power our best-in-class enterprise product suite. Most of Clari’s application and API queries are processed through the query manager layer. The products you build are used and loved by many of the most well-known companies in the world. Don’t believe us? Hear what our customers have to say
Come join this fluid, dynamic, and growing team to learn, teach, and make a big, measurable impact every day. We work in an open, collaborative environment and seek exceptional developers who enjoy problem-solving and straying outside their routine.
This is a work-from-home opportunity based in Alberta, Ontario or British Columbia provinces. Candidates must be a Canadian Permanent Resident or Citizen. We are unable to provide work authorization sponsorship at this time.
Responsibilities
- Design and evolve the architecture for the query layer that powers Clari’s product suite and platform
- Learn and contribute to all aspects of the data platform, from extracting and ingesting data from external systems to modeling, transforming, and managing large volumes of data at rest and in motion
- Mentor junior engineers to set and maintain high standards of engineering excellence while helping to grow their careers
- Write scalable, robust, and fully tested software for deployment in mission-critical production environments
- Create and improve tooling and processes to help reduce development friction and enable greater productivity across the development organization
- Contribute to the growth of Clari by being a brand ambassador and assisting in the hiring of great talent
Qualifications
- 10+ years of software development experience using Java or similar object-oriented languages for backend development
- Deep expertise with relational database skills and concepts
- Experience having led multiple projects from inception through deployment, maintenance, and support
- Experience with Postgres and non-relational databases like MongoDB
- Experience with AWS 
- Experience building scalable systems and architectures
- Experience with database performance tuning
Perks and Benefits @ Clari 
- Team-bonding activities and company-wide events
- Flexible working hours and remote opportunities
- Annual Well-being and Professional Development Stipends
- Private Healthcare
- Pension
- Paid maternity and paternity leave
- Stock options
It is Clari’s intent to pay all Clarians competitive wages and salaries that are motivational, fair, and equitable. The goal of Clari’s compensation program is to be transparent, attract potential employees, meet the needs of all current employees and encourage employees to stay and grow at Clari.
Actual compensation packages are based on several factors that are unique to each candidate, including but not limited to specific work location, skill set, depth of experience, education and certifications.
The salary range for this position is $195,000 to $292,500 CAD. The compensation package for this position also includes stock options and company-paid benefits, including well-being and professional development stipends.
#BI-Remote
You’ll often hear our CEO talk about being remarkable. To Clari, remarkable means many things. We believe in providing interesting and meaningful work in a supportive and inclusive environment - free from discrimination for everyone without regard to race, color, religion, sex, sexual orientation, national origin, age, disability, gender identity, or veteran status.
Clari focuses on culture add, not culture fit, and believe we are made stronger by what makes you unique. If you are passionate about learning and excited about what we are doing, then we want to hear from you!        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
"QA Engineer, 3500 US dollar (Remoto en Latinoamerica) [Playwright, TypeScript]",Listopro,"Arkansas, United States",2024-06-23,https://www.linkedin.com/jobs/view/3956998382/,"Empresa de tecnología líder en su sector está en búsqueda de un QA Engineer con experiencia en Playwright y TypeScript. Salario competitivo de 2500 a 3500 dólares mensuales, modalidad remota en Latinoamérica. Se requiere nivel de inglés intermedio. ¡Únete a nuestro equipo y forma parte de un ambiente de innovación y crecimiento!
                
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
"QA Engineer, 3500 US dollar (Remoto en Latinoamerica) [TypeScript]",Listopro,"Arkansas, United States",2024-06-23,https://www.linkedin.com/jobs/view/3956997638/,"Estamos en la búsqueda de un QA Engineer para un puesto remoto en Latinoamérica. Salario: $2500 - $3500 USD Nivel de inglés intermedio. Palabras clave: playwright, automation. Skills requeridos: TypeScript.
                
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Quality Assurance Automation Engineer,,United States,2024-06-24,https://www.linkedin.com/jobs/view/3957285182/,"Role Description
This is a full-time remote role for a Quality Assurance Automation Engineer at APX West Developments. The Quality Assurance Automation Engineer will be responsible for developing and implementing automated test scripts, performing quality assurance testing, identifying and reporting defects, and collaborating with cross-functional teams to ensure product quality. They will also assist in analyzing requirements, designing test cases, and maintaining test documentation.
Qualifications
- Bachelor's degree in Computer Science, Software Engineering, or a related field
- Proven experience in software testing and quality assurance, with a focus on automation testing
- Strong knowledge of testing methodologies, tools, and frameworks
- Proficiency in programming languages like Java, Python, or Ruby
- Experience with test automation tools such as Selenium, Appium, or JUnit
- Knowledge of continuous integration and delivery processes
- Excellent problem-solving and analytical skills
- Strong attention to detail and ability to prioritize tasks
- Effective communication and collaboration skills
- Experience working in an Agile development environment        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Research & Development-SQL Developer,Phoenix Recruitment,"Nashville, TN",2024-06-23,https://www.linkedin.com/jobs/view/3957329828/,"This is a remote position.
Research & Development-SQL Developer - US Only
Experience: 1+ years
Employment Type: Full-time, Remote
Base Salary: $55K-$70K
Phoenix Recruitment offers a variety of recruiting services to assist both employers and employees. They are specialized in marketing open positions, recruiting, and helping employers to find qualified candidates across various industries. Phoenix Recruitment has expertise in streamlining the hiring process. They can help ensure that the process is efficient, well organized, and compliant with relevant regulations.
Summary of Position:
A skilled SQL Developer to join our dynamic team. The SQL Developer will play a crucial role in designing, implementing, and maintaining stored procedures and queries, ensuring efficient and reliable database DevOps process, and developing and maintaining reports using PowerBI. The ideal candidate should have a strong background in SQL development, database design, and PowerBI.
Duties & Responsibilities:
- Design and implement database solutions to meet business requirements 
- Create entity-relationship diagrams (ERDs) and data models 
- Normalize data and ensure data integrity 
SQL Development:
- Write efficient and optimized SQL queries for data retrieval, manipulation, and reporting 
- Develop and maintain stored procedures, triggers, and functions 
- Troubleshoot and optimize SQL code for performance 
- Maintain database schema and drive the dev ops process to reliably propagate changes to test and production. 
Data Integration:
- Collaborate with cross-functional teams to integrate data from various sources into the database 
- Ensure data consistency and accuracy during the integration process 
Documentation:
- Maintain thorough documentation of database schemas, data dictionaries, and processes 
- Document changes and updates to the database environment 
Troubleshooting and Support:
- Respond to and resolve database-related issues and incidents promptly 
- Provide support and assistance to end-users and other teams as needed 
Minimum Qualifications:
- Bachelor's degree in Computer Science, Information Technology, or a related field or equivalent work experience 
- Proven experience as a SQL Developer or similar role 
- Proficiency in SQL programming and database management systems (e.g., Microsoft SQL Server, Oracle, MySQL) 
- - Strong knowledge of database design principles and data modeling 
- - Experience with performance tuning and optimization of SQL queries 
- - Excellent problem-solving skills and attention to detail 
- - Strong communication and collaboration skills 
- - Ability to work independently and as part of a team 
- - Prefer certification in database management (e.g., Microsoft Certified Database Administrator) 
- Experience with ETL (Extract, Transform, Load) processes and tools 
- Experience with business intelligence and reporting tools, PowerBI & Data Analysis Expressions (DAX) 
- Knowledge of HIPAA, preferred 
- Ability to deliver effective documentation of projects and tasks 
- Ability to perform comfortably in a fast-paced, high-intensity, deadline-oriented work environment 
Why Phoenix Recruitment LLC?
Phoenix Recruitment often has an extensive network of employers and candidates. This network allows them to tap into a pool of qualified candidates and connect them with suitable job opportunities. They can also leverage their connections to help employers find the right talent efficiently. Outsourcing the recruitment process to a specialized agency can save you time and resources, avoid delays, reduce administrative burdens, and increase the chances of finding the right fit for your organization.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Rust Engineer,Calyptus,"New York, United States",2024-06-23,https://www.linkedin.com/jobs/view/3957188267/,"This role is with a Calyptus partner.
Our partners work in the blockchain space so please only apply if this is an area of interest.
------------------------------------------------------------------------ Requirements
- High-level understanding of how blockchains work (consensus, transactions, blocks, etc.)
- 2+ years working with Rust as a primary development language
- 4+ years of software experience
- Strong architectural skills are required
- Ability to work independently with little supervision
- Ownership mindset - you are opinionated, independent, and thrive in a fast-paced environment
Nice to Have
- Experience with CosmWasm and IBC
- Blockchain experience, for example, writing smart contracts with Solidity, CosmWasm, or building blockchains with Cosmos SDK
------------------------------------------------------------------------ Calyptus is an employment platform for engineers looking for work in Web3.
Register at https://calyptus.co/register/ to apply for 40+ other roles.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Senior Engineer - Neural Visual Computing,Huawei Canada,"Markham, Ontario, Canada",2024-06-23,https://www.linkedin.com/jobs/view/3957368032/,"Our team has an immediate permanent opening for an Senior Engineer.
Responsibilities:
- Conduct research and spearhead the development of AI-accelerated neural rendering and neural video compression technologies.
- Evaluate state-of-the-art (SOTA) algorithms and their performance on the Huawei platform.
- Implement optimizations at both low-level software and hardware layers to enhance visual quality and computing speed.
- Collaborate closely with cross-functional teams to provide insights for hardware/software co-design features.
Job requirements
What You’ll Bring To The Team：
- Proven experience with Neural Rendering techniques, such as DLSS, NeRF, 3DGS.
- Demonstrated expertise in Neural Video Compression techniques, such as DVC, FVC, DCVC.
- Experience of deep learning based frame interpolation/extrapolation, super-sampling, and denoising (e.g. DLSS)
- Experience with AI assisted ray tracing acceleration. 
- Strong understanding of traditional graphics rendering pipeline, such as rasterization and ray-tracing. 
- Proficiency in traditional video codec (H26x/VPx/AVx).
- Knowledge of graphics API, such as Vulkan, OpenGL-ES/OpenGL.
- Fluent programming skills in C/C++ and Python.
- Knowledge with game engines such as O3DE/Unity/UE is an asset. 
- Experience with Linux/Android is an asset.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Senior Full Stack Developer (SR2),Mobilize VISION,"Arvada, CO",2024-06-23,https://www.linkedin.com/jobs/view/3957169676/,"About Mobilize
Founded by two entrepreneurs, Mobilize is a fast-paced technology and communications company. We have entered into our most extensive growth phase and are expanding our team to align with our big VISION.
We believe in working hard and having fun! We do company retreats off-site so the team can get to experience each other in a “non-office” environment. Celebrating each other's achievements is one of our favorite things to do.
Our team comes from many different backgrounds and we are incredibly passionate and committed to diversity in all areas of our team. That commitment goes beyond the hiring stage into the day-to-day active work it takes to keep an inclusive space. As a business, internal and external, we chose to be on the side of providing solutions, not problems. We look for experience, education, training, self-taught skills, and problem-solving magical unicorns. We want people who are hungry for life, their career, and what contributions they make to the world. We’ve taken the stance of, if you see something, say something, there is never a day to be on the wrong side of history.
Mobilize has established a unique working environment that allows team members to excel and climb their own career growth trajectories. We are committed to providing our team with fun and exciting challenges and opportunities that will put them at the forefront of changing what is possible with technology.
Job Description
:
The Senior Full Stack Developer (SR2) spearheads the development and strategic architectural decisions for our new and existing software products. You’ll collaborate with the CTO, Chief Architect and other leadership to align technology development with strategic goals and product roadmaps. This role will also mentor and lead a dynamic team of developers, fostering a culture of excellence and innovation while acting as a technical thought leader across the company, staying abreast of the latest industry trends and technologies, integrating them into our practices where beneficial.
As Senior Full Stack Developer (SR2), the expectations and responsibilities will be high - but the opportunity for impact is huge. Hitting the ground running, having a quick working knowledge of our codebase, and helping to level up the team will be key priorities. Your knowledge and experience should have an immediate impact on our product and process by way of being a force multiplier both as an individual contributor coding and as a leader of the product team.
Need To Knows:
- Location: Remote Work & Denver, Colorado
- Salary: $170,000-$190,000 plus bonus opportunities
- Time Commitment: 9AM-5PM MST (Full-Time) Monday – Friday
- Company Provided Equipment
- Experience Required: 10+ years of each backend RESTful API, SQL database, and frontend development
Day to Day:
Let’s get down to brass tacks, what is it REALLY like to work for Mobilize? We like to think about things a little differently and put culture first. While you’ll see a lot of the same patterns at other companies (agile, sprint meetings, etc); at Mobilize people always come first and we regularly open up our meetings talking about learnings, our weekends, and our goals! Being on a small (but growing!) agile development team allows us to get to know each other, build relationships, and really get into the trenches together. Our wins are shared, and we’re always open and transparent about what we as a team need to improve on. As the Senior Full Stack Developer (SR2), you’ll split your time between crushing code, helping level up the rest of the team on their code/PRs, and working with our chief architect and PM to define and roadmap the future of VISION. Join us!
Skills And Qualifications
- Master’s or bachelor’s degree in engineering, information systems, computer science, business, OR equivalent work experience
- Minimum of 8 years of experience in developing and managing production-quality software executed within linux-based systems
- 8+ years of experience in leading software development projects, with a strong foundation in both front-end and back-end technologies
- Proficiency in multiple programming languages and frameworks (Ruby on Rails and ReactJS preferred)
- Demonstrated ability in architectural design and a keen understanding of scalable and robust software solutions
- Exceptional problem-solving abilities and leadership skills
- Experience working remotely and leading distributed teams effectively
Requirements:
- Able to pass a security background check
- Able to travel (Mandatory travel 2 times per year for company work retreats)
- Able to participate in all virtual calls with camera on (required during interviews)
- Must be a United States citizen or authorized to work in the United States
Bonus Points
- Rich experience with container-based and infrastructure-as-code devops strategies such as Docker, Terraform, Kubernetes, AWS ECS, etc
Benefits, PTO, And Compensation
Aside from base salary, an amazing team and work environment, professional development and growth opportunities (the list really just goes on), Mobilize also offers our benefits package to include:
- 401k
- Health Insurance 
- Dental Insurance
- Vision Coverage
- Life Insurance
- LTD - Long Term Disability
- STD - Short Term Disability
- AD&D - Accidental Death & dismemberment
- Critical Illness coverage
- Group Accident Insurance
- Hospital Indemnity Coverage
- FSA
- HSA
In addition to the benefits listed above we also offer 3 weeks PTO, PTO for federal holidays and close our offices between Christmas and New Year. This is nearly 2 months PTO per year!
The company pays for 75% of the cost of health coverage!
Powered by JazzHR
pG3YwTScAc
                
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Senior Machine Learning Engineer,GrabaJobs - Land Your Next Role Faster,"Los Angeles, CA",2024-06-23,https://www.linkedin.com/jobs/view/3957335250/,"This is a remote position.
Senior Machine Learning Engineer
About Us: GrabaJobs helps engineers like you land job offers with maximum compensations and benefits by sending tailored job applications and cover letters to fortune 500 and FAANG companies.
Job descriptions:
As a senior Machine Learning Engineer at our clients company, you will be contributing to a critical component of the company’s roadmap.
- Your primary responsibilities will be to own end to end ML projects. A key component of your work will be to scope out and build whatever is the best-possible ML solution (high performance, low cost, low latency) to green-field problems. This includes scoping out the ML use case, designing and curating appropriate datasets, shortlisting algorithms, training models (including finetuning), experimentation, evaluation and deployment. 
- You’ll build general solutions to improve the reliability and robustness of LLMs, as well as industry specific solutions focusing on finance, healthcare, etc. You’ll work closely with customers on understanding their problems. 
- You’ll think about the best way to generalize your work and build abstractions to improve ML and experimentation infrastructure. 
About You
- You have a minimum 3 years of experience building Machine Learning models in production settings. Your role is not just the research and experimentation in order to build a SoTA model, but also to ship the product to a production environment. 
- You’re excited about being cross-functional and owning the lifecycle of building ML solutions — from model development to deployment. 
- You’re extremely comfortable with Python, sklearn, numpy and a deep learning framework such as Pytorch / Keras / Tensorflow. 
- You stay up-to-date with the latest research in your area of interest in ML. You’re comfortable reading research papers, figuring out what the key ideas from the paper are and reproducing the results in a production environment. 
- You’ve previously worked with deep learning systems on unstructured data such as text, images, LiDAR, etc. 
- You’re really excited about Large Language Models, and excited about building applications that leverage LLMs for solving problems. 
- You enjoy fast-paced environments, and exhibit a high degree of ownership and self-sufficiency. Unstructured environments are exciting to you because they represent opportunities for growth and leadership. 
ML Stack
- Python 
- Pytorch 
- Hugging Face transformers 
- Numpy 
- Sklearn 
- Pandas 
- Ray 
Benefits:
- Flexible work schedule- fully remote 
- Competitive salary 
- Bonus + Equity stock option 
- Healthcare/vision/dental 100% coverage 
- Learning and development resources 
- 401k 
- Unlimited PTO 
- Fully Remote and flexible working environment 
- Care for employees' financial, physical, and mental health 
DISCLAIMER: This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future opportunities. If your application aligns with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Senior Software Engineer,Revel IT,United States,2024-06-23,https://www.linkedin.com/jobs/view/3957366028/,"About the Company:
Our Red Bank, New Jersey client has a fully remote contract opportunity for an
 Engineer.
About the Role:
A short paragraph summarizing the key role responsibilities.
Responsibilities:
- In this role, you will be expanding Connect to put new learning tools in the hands of instructors and learners.
- In this role, you will be the linchpin of the product – the technical expert for the product, sales, marketing and business teams and the product expert for the technical teams.
- By combining intimate knowledge of customers, strong analytical skills, and technical acumen, you will drive a holistic product vision that energizes your teammates and delights your customers.
- As an education innovation company, we're proud to play our part by inspiring learners around the world. If you bring your curiosity, we'll help you grow in a collaborative environment where everyone shares a passion for success.
- Even if you are not currently looking for a change, we encourage you to apply now and speak to the hiring manager to learn about the opportunity.
Education
- Bachelor's Degree in Computer Science or 5+ years of equivalent experience is required.
Required Skills:
- Must have 5 plus years' experience
- Front end heavy role with very strong Senior/Junior Engineer experience
- Need to be well versed in Angular, Bootstrap, Typescript, J2EE, React, Spring Strong experience with Playwright Automation framework
- Experience with RESTFUL and asynchronous programming
- Need to have excellent verbal and written communication skills
- Ability to collaborate with the team and UX team with input.
- Experience with AWS services, CI/CD pipeline, modern Automation end frameworks
- Experience working on NodeJS
- Experience building CI/CD pipelines.
Preferred Skills:
- Experience using Java/J2EE applications and using various Open source and proprietary frameworks
- Spring, hibernate etc.
- Experience in micro services and cloud native applications using Spring Boot.
- Experience with working on Databases, SQLs.
Pay range and compensation package:
Pay range or salary or compensation
Equal Opportunity Statement:
Include a statement on commitment to diversity and inclusivity.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Senior or Staff Site Reliability Engineer - Data Infrastructure,Circle,"Toronto, Ontario, Canada",2024-06-23,https://www.linkedin.com/jobs/view/3923087934/,"Circle is a financial technology company at the epicenter of the emerging internet of money, where value can finally travel like other digital data — globally, nearly instantly and less expensively than legacy settlement systems. This ground-breaking new internet layer opens up previously unimaginable possibilities for payments, commerce and markets that can help raise global economic prosperity and enhance inclusion. Our infrastructure – including USDC, a blockchain-based dollar – helps businesses, institutions and developers harness these breakthroughs and capitalize on this major turning point in the evolution of money and technology.
What you’ll be part of:
Circle is committed to visibility and stability in everything we do. As we grow as an organization, we're expanding into some of the world's strongest jurisdictions. Speed and efficiency are motivators for our success and our employees live by our company values: Multistakeholder, Mindfulness, Driven by Excellence and High Integrity. Circlers are consistently evolving in a remote world where strength in numbers fuels team success. We have built a flexible and diverse work environment where new ideas are encouraged and everyone is a stakeholder.
What you’ll be responsible for:
As a Senior Site Reliability Engineer at Circle, you will design, build, and maintain Circle’s infrastructure estate to meet the growing worldwide customer base on public cloud providers across multiple regions. You will use your experience, knowledge, and skills to ensure Circle’s products and core systems are running consistently, reasonably, and in a performant manner. This is a unique opportunity to develop your skills, collaborate with cross-functional teams and continuously learn in a dynamic and fast-paced environment. Join Circle and join a fun, collaborative, and innovative team dedicated to delivering exceptional customer experiences.
What you'll work on:
- Support multiple development teams with an agile, responsive CI/CD platform to deliver high-quality builds with measurable performance and quality;
- Build, maintain, improve, scale, and secure cloud infrastructure and resources using IaC tools (Terraform, CloudFormation, Ansible);
- Automate operational tasks via Go, Python, and serverless solutions (AWS Lambda, Kubernetes Jobs);
- Design, manage, and monitor Kubernetes clusters for multiple production workloads;
- Driving forward our blockchain infrastructure by creating and managing blockchain nodes across a wide variety of blockchains that includes Algorand, Ethereum, Hedera, Flow, Solana, Stellar;
- Participate in an on-call rotation to mitigate disruption for any production systems and conduct root cause analysis;
- Plan and test disaster recovery scenarios for a highly available microservices architecture;
- Collaborate with the Security team to create and maintain security-focused tools and frameworks and exert a top-class security posture;
- Engaging and mentoring team members and helping grow and scale the team.
Here is our team hierarchy for individual contributors:
Staff Site Reliability Engineer (IV)
Senior Site Reliability Engineer (III)
What you’ll bring to Circle 
(not all required)
:
Senior Site Reliability Engineer (III)
 
- 4+ years in DevOps or SRE roles, with a focus on tooling, automation, and infrastructure on a major public cloud provider;
- Proficiency with coding and/or scripting with the following languages (Go, Python, Shell);
- You have at least 3 years of combined experience in building and maintaining CI/CD platforms and supporting agile engineering teams in building microservices;
- Experience with:
- - Building Docker images and deploying containers in Kubernetes clusters;
- - Any modern CI/CD platform with seemingly complex gates and workflows;
- - Blue-Green, Canary, and A/B Testing deployment strategies;
- - Distributed blockchain systems, running and maintaining blockchain full nodes;
- - Database technologies (PostgreSQL, Redis, OpenSearch);
- - Migrating and transforming large, complex datasets from diverse sources, structures, and formats;
- - Data warehousing tooling and services (Apache Airflow, AWS DMS, Snowflake);
- - Knowledge of networking routing, DNS, load balancing, and edge networking;
- - Knowledge of APM, RUM, monitoring, and telemetry tools;
- - Helm charts and deploying and maintaining Kubernetes clusters;
- - Authoring and maintaining IaC with Terraform and using IaC to deploy resources in AWS, Azure, GCP, or any other public cloud providers;
- Strong skills around observability, troubleshooting, and performance solutions;
- Ability and eagerness to deep dive into understanding, debugging, and improving any layer of the tech stack;
- Exhibit strong communication skills and ability to explain technical concepts to peers and stakeholders.
Staff Site Reliability Engineer (IV)
All the requirements of a Senior Site Reliability Engineer and:
- 7+ years in DevOps or SRE roles, with a focus on tooling, automation, and infrastructure on a major public cloud provider;
- Led teams technically on architecture and system design;
- Deep understanding/experience with:
- - API design and REST principles;
- - Cloud services (AWS, Google Cloud, Microsoft Azure, etc);
- - Containers and Kubernetes;
- - SQL databases and designing schemas;
- Deep focus on coding standards and code quality -- a desire to have excellent test coverage.
We are an 
equal opportunity employer
 and value diversity at Circle. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Additionally, Circle participates in the 
E-Verify Program
 in certain locations, as required by law.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
